Marca,Modelo,Año,Versión,Color,Tipo de combustible,Puertas,Transmisión,Motor,Con cámara de retroceso,Kilómetros,Título,Precio,Moneda,Descripción,Tipo de vendedor,HP,Tracción
BMW,X1,2025.0,18i okm 2025,Negro,Nafta,5.0,AUTOMÁTICA,,,0.0,Bmw X1 18i Okm 2025 - No Audi Q3 Ni Mercedes Gla,65000.0,US$,"BMW X1 18i XDRIVE Okm 2025Entrega inmediata - Versión fullLINEA NUEVA 2025 - AutomáticaLa más esperada del añoLa versión full agrega doble techo + asiento eléctrico + Llanta deportivaColores disponibles: Blanca / negra / grisPrecio Lista / Permuta u$s 69.900 dólaresPrecio Contado Efectivo u$s 65.000 dólares• TOMA DE USADOS:Deberá mandarnos por whatsapp :Fotos - Km - Año - Versión - Estado de neumáticosEl usado puede ser de cualquier marcaLa toma del usado se hace sobre el precio de listaDesde el botón WHATSAPP se contacta inmediatamente.•Respondermos su consulta por whatsapp en el momento •Concesionario oficial BMWMisael Ferrer+ Aceptamos Transferencia en Pesos o Dólares ++ Cuentas bancarias en todos los bancos +• Bell Motors - Concesionario oficial BMW •Compre tranquilo, compre en concesionario oficial• ATENCIÓN PERSONALIZADA• DOCUMENTACIÓN AL DÍA Y LISTA PARA PATENTARContamos con Administración y GestoríaEspecificaciones del vehículo:Motor 3 cilindros / 140 hpTransmisión Caja de cambios automática de 7 velocidades con tecnología de embrague doble y aplicación más deportivaTracción 4x2Tanque de gasolina 51 litrosRendimiento Combinado: 6.0 LEquipamiento exteriorDoble techo eléctrico panorámicoLlantas de aleación ligera de 18 pulgadasNeumáticos de emergenciaPaquete de espejos retrovisores exteriores plegablesAccionamiento automático del portón traseroCámara para marcha atrásPaquete de retrovisores interior y exterioresSensores de estacionamiento delanteros y traserosAcceso confort: no necesita llave para abrir y cerrar las puertasEl portón trasero se abre pasando el píe por debajo del paragolpes.Estaciona completamente sólo paralelo o perpendicular.Asistente de luz de carreteraEquipamiento interiorCargador inalámbrico para el celularVolante multifuncionalAlfombrillas de veloursRetrovisor interior, con ajuste automático anti-deslumbramientoReposabrazos delanteroAsientos deportivos para conductor eléctrico con memoriaPaquete de compartimentosClimatizador automático bi zonaPaquete de iluminación exterior e interiorVolante deportivo de cueroTapizado de cuero microperforadoComunicación y entretenimientoApple CarPlay y Android auto incluidos de fábricaAppsSeguridadTornillos antirrobo para las llantasDispositivo de alarmaIluminación y visibilidadFaros LED con contenido ampliado adaptativoAsistencia a la conducciónCaja de cambios Steptronic Sport con doble embragueControl de crucero con función de frenadoPantalla táctil curva de de 11 pulgadas",concesionaria,140.0,
BMW,X1,2025.0,okm 2025 black edition ( - ),Negro,Nafta,5.0,AUTOMÁTICA,,,0.0,BMW X1 X1 OKM 2025 Black Edition (4x2 - Automática),59900.0,US$,"BMW X1 18i XDRIVE Okm 20254x2 - Versión full - AutomáticaLINEA NUEVA 2025La más esperada del añoVersión Black EditionColor disponible: NegraPrecio Lista / Permuta u$s 59.900 dólaresPrecio Contado Efectivo u$s 59.900 dólares• TOMA DE USADOS:Deberá mandarnos por whatsapp :Fotos - Km - Año - Versión - Estado de neumáticosEl usado puede ser de cualquier marcaLa toma del usado se hace sobre el precio de listaDesde el botón WHATSAPP se contacta inmediatamente.•Respondermos su consulta por whatsapp en el momento •Concesionario oficial BMWMisael Ferrer+ Aceptamos Transferencia en Pesos o Dólares ++ Cuentas bancarias en todos los bancos +• Bell Motors - Concesionario oficial BMW •Compre tranquilo, compre en concesionario oficial• ATENCIÓN PERSONALIZADA• DOCUMENTACIÓN AL DÍA Y LISTA PARA PATENTARContamos con Administración y GestoríaEspecificaciones del vehículo:Motor 3 cilindros / 156 hpTransmisión Caja de cambios automática de 7 velocidades con tecnología de embrague doble y aplicación más deportivaTracción 4x2Tanque de gasolina 51 litrosRendimiento Combinado: 6.0 LEquipamiento exteriorDoble techo eléctrico panorámicoLlantas de aleación ligera de 18 pulgadasNeumáticos de emergenciaPaquete de espejos retrovisores exteriores plegablesAccionamiento automático del portón traseroCámara para marcha atrásPaquete de retrovisores interior y exterioresSensores de estacionamiento delanteros y traserosAcceso confort: no necesita llave para abrir y cerrar las puertasEl portón trasero se abre pasando el píe por debajo del paragolpes.Estaciona completamente sólo paralelo o perpendicular.Asistente de luz de carreteraEquipamiento interiorCargador inalámbrico para el celularVolante multifuncionalAlfombrillas de veloursRetrovisor interior, con ajuste automático anti-deslumbramientoReposabrazos delanteroAsientos deportivos para conductor Paquete de compartimentosClimatizador automático bi zonaPaquete de iluminación exterior e interiorVolante deportivo de cueroTapizado de cuero microperforadoComunicación y entretenimientoApple CarPlay y Android auto incluidos de fábricaAppsSeguridadTornillos antirrobo para las llantasDispositivo de alarmaIluminación y visibilidadFaros LED con contenido ampliado adaptativoAsistencia a la conducciónCaja de cambios Steptronic Sport con doble embragueControl de crucero con función de frenadoPantalla táctil curva de de 11 pulgadas",concesionaria,156.0,4x2
BMW,X5,2025.0,i m sport,Negro,Nafta,5.0,AUTOMÁTICA,,Sí,0.0,BMW X5 40 I XDRIVE M SPORT,179900.0,US$,El vendedor no incluyó una descripción del producto,concesionaria,,4x4
Suzuki,Vitara,2005.0,gran tdi peugeot,Gris,Diésel,5.0,MANUAL,,,310000.0,4x4,10000.0,US$,El vendedor no incluyó una descripción del producto,particular,,4x4
Volvo,XC60,2023.0,polestar t8,Gris,Híbrido/Nafta,5.0,AUTOMÁTICA,,,35000.0,Volvo XC60 POLESTAR T8 462HP,113900.0,US$,"VOLVO XC60 T8 POLESTAR - HÍBRIDO ENCHUFABLEPOTENCIA COMBINADA 462HPAUTONOMÍA 100% ELÉCTRICA 78KMUNICO DUEÑO USO GERENCIAL------------------------------------------------------------ACCESO SIN LLAVEAIRBAGS 6 ANCLAJES ISOFIX EN ASIENTOS LATERALES TRASEROSANDROID AUTO / APPLE CARPLAYASIENTO DE CONDUCTOR ELÉCTRICO CON AJUSTE LUMBAR DE 4 VÍASASIENTO DE CONDUCTOR CON MEMORIAASIENTO DE PASAJERO ELÉCTRICO CON AJUSTE LUMBAR DE 4 VÍASASIENTO DE PASAJERO CON MEMORIAASIENTOS DELANTEROS CALEFACCIONADOSASIENTOS DELANTEROS CON EXTENSOR ELÉCTRICOAUXILIO KIT DE REPARACIÓN BAÚL CON APERTURA ELÉCTRICA Y GESTUALBLIND SPOT INFORMATION SYSTEM + CROSS TRAFFIC ALERTCÁMARA DE ESTACIONAMIENTO 360°CAPACIDAD DEL TANQUE DE COMBUSTIBLE (LTS) 71CARGADOR INALÁMBRICO DE CELULARCITY SAFETYCLIMATIZADOR BIZONA + CLEANZONE + PM2.5COLLISION MITIGATION SUPPORT DELANTERO Y TRASEROCONECTORES USB 2 TIPO CCONTROL DE VELOCIDAD CRUCERO ADAPTATIVODISEÑO INTERIOR METAL MESHESPEJOS EXTERIORES CALEFACCIONADOS Y REBATIBLES ELÉCTRICAMENTEESPEJOS RETROVISORES ANTIENCANDILAMIENTOFAROS DELANTEROS FULL LEDGOOGLE BUILT ININTELLIGENT DRIVER INFORMATION SYSTEMLATERALES DE VENTANA NEGRO BRILLANTE LANE KEEPING AIDLLANTAS DE ALEACIÓN 21"" (1187) | 255/40 R21MODOS DE MANEJONAVEGADOR GPS (GOOGLE MAPS)PANEL DE INSTRUMENTOS DIGITAL - 12,3""PANTALLA MULTIMEDIA - 9""PILOT ASSISTRIELES DE TECHO LONGITUDINALES INTEGRADOS NEGRO BRILLANTESEGURO ELECTRÓNICO PARA NIÑOSSELECTOR DE CAMBIOS CRISTALSENSORES DE ESTACIONAMIENTO 360°SISTEMA DE SONIDO BOWERS & WILKINS (1800W)TAPIZADO CUERO NAPPA / RG0R00TECHO PANORÁMICO CORREDIZOTELA DE TECHO EN EL INTERIOR OSCURATYRE PRESSURE MONITORING SYSTEMVOLANTE CALEFACCIONADOVOLANTE DE CUERO MULTIFUNCIÓN SPORT------------------------------------------------------------Ditecar S.A. Concesionario oficial Volvo en ArgentinaCoordinar cita previaSucursal Vicente LópezAVDA. DEL LIBERTADOR 1513 - Vicente López.Estacionamiento exclusivo para clientes.Lunes a Viernes de 9hs a 18.30hsSábados de 10hs a 14hsSucursal Nuñez CabaAVDA. DEL LIBERTADOR 6356 - CABA.Estacionamiento exclusivo para clientes.Lunes a Viernes de 9hs a 18hs",concesionaria,462.0,
Toyota,SW4,2025.0,gr,,Diésel,6.0,AUTOMÁTICA,,,0.0,Toyota Sw4 Gr -2025,86000000.0,$,"Con un diseño al mismo tiempo fuerte y elegante, un confort lujoso y funcional.A patentar",concesionaria,,
BMW,X1,2025.0,okm 2025 black edition ( - ),Negro,Nafta,5.0,AUTOMÁTICA,,,0.0,BMW X1 X1 OKM 2025 Black Edition (4x2 - Automática),59900.0,US$,"BMW X1 18i XDRIVE Okm 20254x2 - Versión full - AutomáticaLINEA NUEVA 2025La más esperada del añoVersión Black EditionColor disponible: NegraPrecio Lista / Permuta u$s 59.900 dólaresPrecio Contado Efectivo u$s 59.900 dólares• TOMA DE USADOS:Deberá mandarnos por whatsapp :Fotos - Km - Año - Versión - Estado de neumáticosEl usado puede ser de cualquier marcaLa toma del usado se hace sobre el precio de listaDesde el botón WHATSAPP se contacta inmediatamente.•Respondermos su consulta por whatsapp en el momento •Concesionario oficial BMWMisael Ferrer+ Aceptamos Transferencia en Pesos o Dólares ++ Cuentas bancarias en todos los bancos +• Bell Motors - Concesionario oficial BMW •Compre tranquilo, compre en concesionario oficial• ATENCIÓN PERSONALIZADA• DOCUMENTACIÓN AL DÍA Y LISTA PARA PATENTARContamos con Administración y GestoríaEspecificaciones del vehículo:Motor 3 cilindros / 156 hpTransmisión Caja de cambios automática de 7 velocidades con tecnología de embrague doble y aplicación más deportivaTracción 4x2Tanque de gasolina 51 litrosRendimiento Combinado: 6.0 LEquipamiento exteriorDoble techo eléctrico panorámicoLlantas de aleación ligera de 18 pulgadasNeumáticos de emergenciaPaquete de espejos retrovisores exteriores plegablesAccionamiento automático del portón traseroCámara para marcha atrásPaquete de retrovisores interior y exterioresSensores de estacionamiento delanteros y traserosAcceso confort: no necesita llave para abrir y cerrar las puertasEl portón trasero se abre pasando el píe por debajo del paragolpes.Estaciona completamente sólo paralelo o perpendicular.Asistente de luz de carreteraEquipamiento interiorCargador inalámbrico para el celularVolante multifuncionalAlfombrillas de veloursRetrovisor interior, con ajuste automático anti-deslumbramientoReposabrazos delanteroAsientos deportivos para conductor Paquete de compartimentosClimatizador automático bi zonaPaquete de iluminación exterior e interiorVolante deportivo de cueroTapizado de cuero microperforadoComunicación y entretenimientoApple CarPlay y Android auto incluidos de fábricaAppsSeguridadTornillos antirrobo para las llantasDispositivo de alarmaIluminación y visibilidadFaros LED con contenido ampliado adaptativoAsistencia a la conducciónCaja de cambios Steptronic Sport con doble embragueControl de crucero con función de frenadoPantalla táctil curva de de 11 pulgadas",concesionaria,156.0,4x2
BMW,X1,2025.0,18i okm 2025,Blanco,Nafta,5.0,AUTOMÁTICA,,,0.0,Bmw X1 18i Okm 2025 - No Audi Q3 Ni Mercedes Gla,65000.0,US$,"BMW X1 18i Xline Okm 2025( Somos concesionario oficial BMW )Versión full - LINEA NUEVA 20254x2 - 140 cv TurboLa más esperada del añoTablero curvoLa versión full agrega doble techo + asiento eléctrico + Llanta deportivaColores disponibles: Blanca / negra / azulPrecio Lista / Permuta u$s 69.900 dólaresPrecio Contado Efectivo u$s 65.000 dólares• TOMA DE USADOS:Deberá mandarnos por whatsapp :Fotos - Km - Año - Versión - Estado de neumáticosEl usado puede ser de cualquier marcaLa toma del usado se hace sobre el precio de listaDesde el botón WHATSAPP se contacta inmediatamente.•Respondermos su consulta por whatsapp en el momento •Concesionario oficial BMWMisael Ferrer+ Aceptamos Transferencia en Pesos o Dólares ++ Cuentas bancarias en todos los bancos +• Bell Motors - Concesionario oficial BMW •Compre tranquilo, compre en concesionario oficial• ATENCIÓN PERSONALIZADA• DOCUMENTACIÓN AL DÍA Y LISTA PARA PATENTARContamos con Administración y GestoríaEspecificaciones del vehículo:Motor 3 cilindros / 140 hpTransmisión Caja de cambios automática de 7 velocidades con tecnología de embrague doble y aplicación más deportivaTracción 4x2Tanque de gasolina 51 litrosRendimiento Combinado: 6.0 LEquipamiento exteriorDoble techo eléctrico panorámicoLlantas de aleación ligera de 18 pulgadasNeumáticos de emergenciaPaquete de espejos retrovisores exteriores plegablesAccionamiento automático del portón traseroCámara para marcha atrásPaquete de retrovisores interior y exterioresSensores de estacionamiento delanteros y traserosAcceso confort: no necesita llave para abrir y cerrar las puertasEl portón trasero se abre pasando el píe por debajo del paragolpes.Estaciona completamente sólo paralelo o perpendicular.Asistente de luz de carreteraEquipamiento interiorCargador inalámbrico para el celularVolante multifuncionalAlfombrillas de veloursRetrovisor interior, con ajuste automático anti-deslumbramientoReposabrazos delanteroAsientos deportivos para conductor eléctrico con memoriaPaquete de compartimentosClimatizador automático bi zonaPaquete de iluminación exterior e interiorVolante deportivo de cueroTapizado de cuero microperforadoComunicación y entretenimientoApple CarPlay y Android auto incluidos de fábricaAppsSeguridadTornillos antirrobo para las llantasDispositivo de alarmaIluminación y visibilidadFaros LED con contenido ampliado adaptativoAsistencia a la conducciónCaja de cambios Steptronic Sport con doble embragueControl de crucero con función de frenadoPantalla táctil curva de de 11 pulgadas",concesionaria,140.0,
Volkswagen,Nivus,2025.0,200 tsi trendline l25,GRIS PLATINO,Nafta,5.0,AUTOMÁTICA,,Sí,0.0,Volkswagen Nivus 200 TSI TRENDLINE AT L25,30800000.0,$,"Somos AUTOCITY, un grupo de concesionarios con un estilo único de hacer negocios.Brindamos servicios que facilitan el acceso a la MOVILIDAD para las personas.Con 80 años de experiencia en el rubro, ofrecemos SEGURIDAD y el mejor SERVICIO a nuestros clientes.Contamos con seis marcas líderes del mercado: RENAULT, FIAT, PEUGEOT, VOLKSWAGEN, NISSAN y JEEP; la oferta de USADOS más amplia del país y SERVICIO DE POSVENTA OFICIAL, todo en un solo lugar.Tenemos SUCURSALES en Córdoba capital, Río Cuarto, Villa María y San Luis.Ofrecemos amplias posibilidades de FINANCIACIÓN.RECIBIMOS TU USADO como parte de pago.Somos NÚMERO UNO EN ENTREGAS en la red de concesionarios oficiales.Comprar un auto es mucho más que un negocio, es una experiencia.La experiencia Autocity.",concesionaria,,
Volvo,XC60,2023.0,t8 recharge,Gris,Híbrido/Nafta,5.0,AUTOMÁTICA,,,20000.0,Volvo Xc60 T8 Awd Recharge 2022,100000.0,US$,"Todos los T8 Plug-In Hybrid vienen de serie con tracción integral y combinan un motor 2.0 turbonaftero (317 cv) con otro eléctrico (145 cv), para entregar un rendimiento total de 462 caballos de potencia y 709 Nm de torque..- CAJA AUTOMATICA- VOLANTE MULTIFUNCIÓN- TAPIZADO DE CUERO- ASIENTOS CON REGULACION ELECTRICA- ASIENTOS DELANTEROS CALEFACCIONADOS- SISTEMAS DE AYUDA A LA CONDUCCION- AUDIO HARMAN KARDON- TECHO PANORAMICO CORREDIZO ELECTRICO- LLANTAS DE ALEACION- NAVEGADOR- SENSORES DE ESTACIONAMIENTO- CAMARA TRASERA DE ESTACIONAMIENTO Y 360°- CLIMATIZADOR AUTOMATICO BIZONA- USB- BLUETOOTH- APPLE CARPLAY / ANDROID AUTO-ACCSESO SIN LLAVE-SISTEMA GOOGLE INTEGRADO-PORTON ELECTRICO",particular,,4x4
Toyota,RAV4,2000.0,,Azul,Nafta,5.0,MANUAL,,,210000.0,Toyota Rav4 4x4 1998,11000.0,US$,DOCUMENTACIÓN COMPLETA Y AL DÍA,concesionaria,,4x4
BMW,X6,2025.0,i m sport,Negro,Nafta,5.0,AUTOMÁTICA,,Sí,0.0,BMW X6 40 I XDRIVE M SPORT,189900.0,US$,AUTO MUNICH,concesionaria,,4x4
Honda,HR-V,2002.0,aleron,Rojo,Nafta,5.0,MANUAL,,,204000.0,Honda Hr-v Mod 2002  4x4 Inteligente Con 204000 Km U$ 6500,6500.0,US$,"HONDA HRV DEL 2002 ANDANDO A DIARIO CON DETALLES DE LOS AÑOS, VTV, VERIFICACION Y AUTOPARTES, LISTA PARA TRANSFERIRLA CAMIONETA ES 4X4 INTELIGENTE, SE ACTIVA SOLO CUNDO HACE FALTA, ESTA FUNCIONANDO PERFECTMENTE MOTOR 1600 IGUAL AL CIVIC VIEJOEL VEHICULO ESTA EN CITY BELL LA PLATASE PUEDE VER TODOS LOS DIASEL CONTACTO ESTA PUBLICADOSE ENTREGA TRANSFERIDO AL DIAPOSIBLE PERMUTAPRECIO U$ 6500 TRANSFERENCIA INCLUIDA",particular,,4x4
BMW,X6,2017.0,m,Negro,Nafta,5.0,AUTOMÁTICA,,,37500.0,Bmw X6m 575cv,135000.0,US$,"BMW X6 M AÑO 201737.500KMServicios oficialesPPF Negro brillante completo colocado hace 6 meses(El color de la camioneta original, es Long Beach Blue Metallic) Solo ingresaron 2 al pais de dicho color.AUTOWORKS - TOMAMOS PERMUTAS",particular,575.0,
Volkswagen,Nivus,2020.0,200 tsi highline l20,Gris oscuro,Nafta,5.0,AUTOMÁTICA,,Sí,54500.0,Volkswagen Nivus 200 TSI HIGHLINE AT L20,27000000.0,$,"CAR ONE – PREDIO TORTUGUITASSOMOS EL PRIMER MEGA LEADER DEL PAÍS, QUE COMERCIALIZA EL MÁS AMPLIO STOCK DE USADOS CON 24 AÑOS DE EXPERIENCIA Y SATISFACCIÓN A NUESTROS CLIENTES, QUE AVALAN NUESTRA MARCA.+ AMPLIO STOCK DISPONIBLE.+ VEHÍCULOS CON GARANTÍA+ PISTA DE TEST RIVE+ FINANCIACIÓN CON TASA FIJA!!!!+ TOMAMOS SU USADO AL MEJOR VALOR DEL MERCADO.+ ATENDEMOS A TODO EL PAÍS!!!*UNA COMPRA SIMPLE, RÁPIDA Y SEGURA.*¡CONTÁCTESE CON NOSOTROS!",tienda,,
BMW,X3,2025.0,,Gris,Híbrido/Nafta,5.0,AUTOMÁTICA,,,1000.0,BMW X3 20 xDrive,99900.0,US$,"Desde Auto Premium Usados Seleccionados tenemos para ofrecerte un BMW X3 20 XDRIVE MHEV 2025 Con 200 KmsCuenta con toda la documentación al día, listo para transferir.El precio publicado es en dolar informal TC ventaCaracterísticas destacadas:- HYBRIDO (NO PAGA PATENTES EN CABA, PEAJES Y SEGURO MAS ECONOMICO) - CAJA AUTOMATICA- ASIENTOS TAPIZADOS EN CUERO - DIFERENTES MODOS DE MANEJO- BMW ASSISTANT PLUS- LLANTAS DE ALEACION EN 19- FAROS DE LED- NAVEGADOR- CARPLAY- TECHO PANORAMICO CORREDIZO- SENSORES DE ESTACIONAMIENTO DELANTEROS Y TRASEROS- CAMARAS 360- CLIMATIZADOR AUTOMATICO BI-ZONA- USB- BLUETOOTH",concesionaria,,4x4
Volkswagen,Taos,2024.0,comfortline 250tsi,Plateado,Nafta,5.0,AUTOMÁTICA,,Sí,0.0,Volkswagen Taos Comfortline 250Tsi AT,37290000.0,$,Volkswagen Taos Comfortline 250tsi AT6 0km EN STOCK DISPONIBLE2025-- VENTA EN TODO EL PAIS-- FINANCIACION DIRECTO DE FABRICA (NO ES PLAN DE AHORRO)-- TOMAMOS USADOS EN PARTE DE PAGO-- MEJOR PRECIO CONTADO-- STOCK FISICO PARA ENTREGA INMEDIATA-- SOMOS CASA CENTRAL-- ESTACIONAMIENTO PROPIO (PREVIO AVISO)-- ATENDEMOS RE VENDEDORES-- UNIDADES TEST DRIVE PARA QUE REALICES UNA PRUEBA DE MANEJO-- PEDINOS QUE TE AGENDEMOS EN WHATSAPP PARA VER TODA LA INFO QUE PONEMOS POR ESE MEDIO EN LOS ESTADOS Y APROVECHAR NUESTRAS OFERTAS !!-- LA PUBLICACION NO INCLUYE GASTOS Y LOS PRECIOS PUEDEN VARIAR SEGUN VOLKSWAGEN ARGENTINA.-- FOTOS A MODO ILUSTRATIVO-- CONSULTA TAMBIEN POR OTROS MODELOS DE VOLKSWAGEN 0KM,concesionaria,150.0,
Volvo,XC40,2024.0,ultimate recharged 100% electrica,Blanco,Eléctrico,5.0,AUTOMÁTICA,,Sí,0.0,Xc40 Recharge - Eléctrica ,77900.0,US$,"VOLVO XC40 RECHARGED 100% ELÉCTRICATRACCIÓN INTEGRAL DOBLE MOTOR COMBINADOS 408HPUNIDADES PARA ENTREGA INMEDIATACONSULTAR DISPONIBILIDAD DE COLORESPRECIO PUBLICADO PARA OP DE CONTADOCONSULTAR PRECIO CON PERMUTA-----------------------------------------------------------ACCESO Y ENCENDIDO SIN LLAVEAIRBAGS 7ANCLAJES ISOFIX EN ASIENTOS LATERALES TRASEROSAPPLE CARPLAYASIENTO DE CONDUCTOR ELÉCTRICO CON AJUSTE LUMBAR DE 4 VÍASASIENTO DE CONDUCTOR CON MEMORIAASIENTOS DELANTEROS CALEFACCIONADOSASIENTOS DELANTEROS CON EXTENSOR MANUALASIENTOS TRASEROS CALEFACCIONADOSKIT DE REPARACIÓNBAÚL CON APERTURA ELÉCTRICA Y GESTUALBLIND SPOT INFORMATION SYSTEM + CROSS TRAFFIC ALERTCÁMARA DE ESTACIONAMIENTO 360°CARGADOR INALÁMBRICO DE CELULARCITY SAFETYCLIMATIZADOR BI ZONACOLLISION MITIGATION SUPPORT DELANTERO Y TRASEROCONECTORES USB 4CONTROL DE VELOCIDAD CRUCERO ADAPTATIVOESPEJOS EXTERIORES CALEFACCIONADOS Y REBATIBLESELÉCTRICAMENTEESPEJOS RETROVISORES ANTIENCANDILAMIENTOFAROS DELANTEROS Y TRASEROS FULL LEDFAROS ANTINIEBLA DELANTEROS (CON FUNCIÓN CORNERING) Y TRASEROSFRENADO AUTÓNOMO DE EMERGENCIAGOOGLE BUILT INLATERALES DE VENTANA NEGRO BRILLANTELANE KEEPING AIDLLANTAS DE ALEACIÓN 20""NAVEGADOR GPS A TRAVES DE GOOGLE MAPSPANEL DE INSTRUMENTOS DIGITAL - 12,3”PANTALLA MULTIMEDIA - 9”PILOT ASSISTSEGURO ELECTRÓNICO PARA NIÑOSSENSORES DE ESTACIONAMIENTO DEL Y TRASSISTEMA DE SONIDO HARMAN KARDON 600WTAPIZADO MICROTECHTECHO PANORÁMICO FIJOTELA DE TECHO EN EL INTERIORTRAILER MODULE PREPARATION (1091)TYRE PRESSURE MONITORING SYSTEMVOLANTE DE CUERO MULTIFUNCIÓNVOLANTE CALEFACCIONADO-----------------------------------------------------------DITECAR S.A. CONCESIONARIO OFICIAL VOLVOCoordinar cita previaPROXIMAMENTE VIA VIVA - BELGRANO - LIBERTADOR Y LACROZESucursal Vicente LópezAVDA. DEL LIBERTADOR 1513 - Vicente López.Estacionamiento exclusivo para clientes.Lunes a Viernes de 9hs a 18.30hsSábados de 10hs a 14hsSucursal Nuñez CabaAVDA. DEL LIBERTADOR 6356 - CABA.Estacionamiento exclusivo para clientes.Lunes a Viernes de 9hs a 18hs",concesionaria,408.0,
BMW,X3,2024.0,30e,Gris,Híbrido/Nafta,4.0,AUTOMÁTICA,,Sí,0.0,BMW X3 xDrive 30e,99900.0,US$,"Vehículo 0 km año 2024Estimados Clientes:Consulte por finaciacionGarantia 3 años o 200.000 kmServicio SOS mientras el vehiculo conserve su garantia!Estamos ubicados en Rodriguez Peña 401 de Godoy Cruz, a la par del supermercado Makro.Concesionario oficial:BMW, MINI, BMW Motorrad, en Mendoza. Contamos con área de ventas de Usados.Contamos con servicio de PostVenta:- Talleres: con personal profesional altamente capacitado ofrecemos servicios mecánicos, como así también de estética automotriz, con personal altamente calificado, tecnología e insumos del más alto nivel para garantizar la calidad de nuestros servicios.- Sector de Repuestos y Accesorios: donde podrá conseguir todo lo necesario para su vehículo.Sin duda nuestra trayectoria nos respalda. No dude en contactarnos.",concesionaria,,4x4
Land Rover,Range Rover Sport,2025.0,autobiography phev,Negro,Híbrido/Nafta,5.0,AUTOMÁTICA,,,0.0,Land Rover Range Rover Sport AUTOBIOGRAPHY PHEV,315000.0,US$,"RANGE ROVER SPORT AUTOBIOGRAPHYVEHÍCULO HIBRIDO ENCHUFABLEAUTONÓMÍA ELÉCTRICA URBANA/INTERURBANA 100KM VELOCIDAD MAX 140KM/HPOTENCIA COMBINADA 460HP-----------------------------------------APPLE CARPLAY / ANDROID AUTO - WIRLESSASIENTOS ELÉCTRICOS VENTILADOS Y CALEFACIONADOSASIENTOS CON 22 TIPOS DE MASAJESAPERTURA Y ENCENDIDO POR PRESENCIAAVISO DE PUNTO CIEGOASISTENCIA EN LA PERMANENCIA DEL CARRILALERTA DE TRÁFICO CRUZADOASISTENTE DE PARTIDA EN PENDIENTEALL TERRAIN PROGRESS CONTROLBLACK PACKCARGA INALAMBRICA DE CELULARCÁMARA 360°CIERRE SOFT PUERTASCLIMATIZACIÓN DE 3 ZONASCRUCERO ADAPTATIVOCOLUMNA DE DIRECCIÓN ELÉCTRICADIFERENCIAL CON ACTIVACIÓN ELECTRÓNICAFAROS PREMIUM LEDLLANTAS 20""PANTALLA CENTRAL 11.4""PANTALLAS INFOENTRETENIMIENTO TRASERASRUEDA DE AUXILIO ORIGINALSUSPENSIÓN ELECTRÓNICA DE AIRESISTEMA DE SONIDO MERIDIANTECHO PANORÁMICO CON APERTURA ELÉCTRICATERRAINSE RESPONSE 2-----------------------------------------Ditecar S.A. Concesionario oficial Land Rover en ArgentinaCoordinar cita previaPROXIMAMENTE VIA VIVA - BELGRANO AV DEL LIBERTADOR Y LACROZESucursal Nuñez CabaAVDA. DEL LIBERTADOR 6356 - CABA.Estacionamiento exclusivo para clientes.Lunes a Viernes de 9hs a 18hs",concesionaria,460.0,
Volkswagen,Nivus,2021.0,200 tsi comfortline l20,Gris oscuro,Nafta,5.0,AUTOMÁTICA,,Sí,88770.0,Volkswagen Nivus 200 TSI COMFORTLINE AT L20,25000000.0,$,"¿Cómo es comprar y vender en CARMUV?Fácil, rápido, seguro y transparenteCOMPRA CON GARANTIASElegís y comparas los autos que quierasReserva tu auto favoritoLo podes financiar con créditos personales BANCORRecibimos como parte de pago tu auto de menor y/ o mayor valorTe llevas un auto con garantía, certificado e inspeccionado por especialistasSomos CARMUV una empresa de GRUPO TAGLE dedicada a la compra y venta de vehículos 100% digitalEncontramos en Instagram como @carmuv_autos",concesionaria,,
